sequence_end_idx,anomaly_score_lstm,label
343,0.003594095353037119,0
344,0.00366539740934968,0
345,0.003367711789906025,0
346,0.0031291337218135595,0
347,0.002821423811838031,0
348,0.0029513423796743155,0
349,0.0030646827071905136,0
350,0.0031833231914788485,0
351,0.003039523959159851,0
352,0.002854794729501009,0
353,0.002673187991604209,0
354,0.00248523335903883,0
355,0.0022024742793291807,0
356,0.0022219480015337467,0
357,0.001956702210009098,0
358,0.0018317376961931586,0
359,0.001568967942148447,0
360,0.0019066228996962309,0
361,0.0020892606116831303,0
362,0.0024055014364421368,0
363,0.002042566891759634,0
364,0.002083931351080537,0
365,0.0022535216994583607,0
366,0.0024586778599768877,0
367,0.0023049181327223778,0
368,0.0026372072752565145,0
369,0.0025589452125132084,0
370,0.001947071636095643,0
371,0.002093863906338811,0
372,0.001947295037098229,0
373,0.0019310835050418973,0
374,0.001941029797308147,0
375,0.0018979657907038927,0
376,0.0018763896077871323,0
377,0.001889686333015561,0
378,0.00181193754542619,0
379,0.0017276399303227663,0
380,0.0015290295705199242,0
381,0.0014969035983085632,0
382,0.0013863876229152083,0
383,0.0013011087430641055,0
384,0.0013333852402865887,0
385,0.0013016823213547468,0
386,0.0012049711076542735,0
387,0.0013219228712841868,0
388,0.0014925245195627213,0
389,0.0015016586985439062,0
390,0.0011876816861331463,0
391,0.0014437665231525898,0
392,0.0011837321799248457,0
393,0.0013310079229995608,0
394,0.0015059692086651921,0
395,0.0013370235683396459,0
396,0.0013844374334439635,0
397,0.0015134348068386316,0
398,0.0013914640294387937,0
399,0.0013777031563222408,0
400,0.0016289505874738097,0
401,0.00184388249181211,0
402,0.0019554621540009975,0
403,0.0020346397068351507,0
404,0.002163478871807456,0
405,0.002382491948083043,0
406,0.0025510399136692286,0
407,0.0028444037307053804,0
408,0.002790773054584861,0
409,0.0028265526052564383,0
410,0.0029752592090517282,0
411,0.003045132150873542,0
412,0.002896434161812067,0
413,0.0028464023489505053,0
414,0.0027047861367464066,0
415,0.0027666327077895403,0
416,0.0025908085517585278,0
417,0.002637573517858982,0
418,0.002744061639532447,0
419,0.0029575065709650517,0
420,0.002944407518953085,0
421,0.0027023584116250277,0
422,0.002473290544003248,0
423,0.00246625067666173,0
424,0.002173597691580653,0
425,0.002297919010743499,0
426,0.0023446506820619106,0
427,0.0023700869642198086,0
428,0.002430807799100876,0
429,0.0026173016522079706,0
430,0.0026316398289054632,0
431,0.002594614401459694,0
432,0.0026187621988356113,0
433,0.0026115113869309425,0
434,0.0023906396236270666,0
435,0.0019304360030218959,0
436,0.0019935129676014185,0
437,0.0021245970856398344,0
438,0.0017834568861871958,0
439,0.0019500708440318704,0
440,0.0019482235657051206,0
441,0.001787312445230782,0
442,0.0016994501929730177,0
443,0.0017132009379565716,0
444,0.001708008348941803,0
445,0.0018594933208078146,0
446,0.0019763216841965914,0
447,0.001987466821447015,0
448,0.002074379939585924,0
449,0.0019263946451246738,0
450,0.0020990169141441584,0
451,0.002019798383116722,0
452,0.002088619628921151,0
453,0.002146501326933503,0
454,0.0020771410781890154,0
455,0.0021796918008476496,0
456,0.00224523083306849,0
457,0.0019464557990431786,0
458,0.0017217110143974423,0
459,0.001504660351201892,0
460,0.0016697986284270883,0
461,0.0016646886942908168,0
462,0.0015231444267556071,0
463,0.0015364321880042553,0
464,0.00167939648963511,0
465,0.0020184852182865143,0
466,0.002154846442863345,0
467,0.0017352824797853827,0
468,0.0018733011092990637,0
469,0.0015457982663065195,0
470,0.002066541463136673,0
471,0.0020037139765918255,0
472,0.0021642243955284357,0
473,0.002035093028098345,0
474,0.002017308259382844,0
475,0.0020269169472157955,0
476,0.002063595689833164,0
477,0.0020660569425672293,0
478,0.001978267915546894,0
479,0.00244397995993495,0
480,0.0023210616782307625,0
481,0.002418856369331479,0
482,0.0026112720370292664,0
483,0.0025371890515089035,0
484,0.0025187807623296976,0
485,0.0026973718777298927,0
486,0.0022662498522549868,0
487,0.002122662030160427,0
488,0.00203039706684649,0
489,0.0021185625810176134,0
490,0.0024691333528608084,0
491,0.002230463782325387,0
492,0.002071569673717022,0
493,0.0019997020717710257,0
494,0.0022320232819765806,0
495,0.0020118430256843567,0
496,0.0020128556061536074,0
497,0.0021931740920990705,0
498,0.0022624083794653416,0
499,0.0024195569567382336,0
500,0.0017022787360474467,0
501,0.0016965167596936226,0
502,0.0021002006251364946,0
503,0.002043209969997406,0
504,0.0020476116333156824,0
505,0.002031848533079028,0
506,0.002061612205579877,0
507,0.0020363940857350826,0
508,0.002004653913900256,0
509,0.0017334114527329803,0
510,0.001668892684392631,0
511,0.0018333725165575743,0
512,0.0018069822108373046,0
513,0.001717744511552155,0
514,0.0016798037104308605,0
515,0.0016265212325379252,0
516,0.0015507780481129885,0
517,0.0015186900272965431,0
518,0.0018124678172171116,0
519,0.0024296222254633904,0
520,0.0024628920946270227,0
521,0.002462885109707713,0
522,0.002600868698209524,0
523,0.002812157152220607,0
524,0.003191613359376788,0
525,0.002850860822945833,0
526,0.0029426857363432646,0
527,0.0029797188472002745,0
528,0.0027101710438728333,0
529,0.002895919606089592,0
530,0.0029642730951309204,0
531,0.00313846068456769,0
532,0.002677623415365815,0
533,0.0023949097376316786,0
534,0.002235949970781803,0
535,0.0022833645343780518,0
536,0.002035081386566162,0
537,0.0020809774287045,0
538,0.0021404067520052195,0
539,0.0019693796057254076,0
540,0.002180301584303379,0
541,0.0017107705352827907,0
542,0.0014082364505156875,0
543,0.0015701062511652708,0
544,0.0016038059256970882,0
545,0.0016539435600861907,0
546,0.0016763993771746755,0
547,0.0018797444645315409,0
548,0.002446465427055955,0
549,0.0022022929042577744,0
550,0.002058695536106825,0
551,0.002088976325467229,0
552,0.0021451152861118317,0
553,0.0023600542917847633,0
554,0.0021427012979984283,0
555,0.002135362010449171,0
556,0.0018702817615121603,0
557,0.0017406776314601302,0
558,0.0015406243037432432,0
559,0.0014340013731271029,0
560,0.0016052130376920104,0
561,0.0019965730607509613,0
562,0.0017751166597008705,0
563,0.0014942674897611141,0
564,0.0015773007180541754,0
565,0.0018745468696579337,0
566,0.0019411203684285283,0
567,0.0016240456607192755,0
568,0.0018119268352165818,0
569,0.0020190083887428045,0
570,0.002127492567524314,0
571,0.001955093815922737,0
572,0.0019405799685046077,0
573,0.0016624215058982372,0
574,0.0016448067035526037,0
575,0.0016828489024192095,0
576,0.001816173200495541,0
577,0.0019420391181483865,0
578,0.0016535721952095628,0
579,0.0017882260726764798,0
580,0.001846129191108048,0
581,0.0020680942106992006,0
582,0.0022113709710538387,0
583,0.0020994008518755436,0
584,0.0022679935209453106,0
585,0.002318559680134058,0
586,0.002270112046971917,0
587,0.0022223666310310364,0
588,0.0021485479082912207,0
589,0.0025184270925819874,0
590,0.0023242291063070297,0
591,0.0020418076310306787,0
592,0.0020142493303865194,0
593,0.0022372964303940535,0
594,0.0023951611947268248,0
595,0.0025124954991042614,0
596,0.0020780619233846664,0
597,0.002328636823222041,0
598,0.002718620467931032,0
599,0.0023872447200119495,0
600,0.0020971784833818674,0
601,0.0021378216333687305,0
602,0.0021815442014485598,0
603,0.0020377158652991056,0
604,0.002281014109030366,0
605,0.0025445132050663233,0
606,0.0024444947484880686,0
607,0.0022397220600396395,0
608,0.0023284798953682184,0
609,0.0021695417817682028,0
610,0.002383722923696041,0
611,0.00232703797519207,0
612,0.0022489733528345823,0
613,0.0026189787313342094,0
614,0.0026190185453742743,0
615,0.002318071434274316,0
616,0.002268662443384528,0
617,0.002496510511264205,0
618,0.0025852511171251535,0
619,0.0025843926705420017,0
620,0.002562254900112748,0
621,0.002579915337264538,0
622,0.0023993251379579306,0
623,0.002105443272739649,0
624,0.0021551961544901133,0
625,0.001700008986517787,0
626,0.0020056564826518297,0
627,0.0020465715788304806,0
628,0.0016105269314721227,0
629,0.0015957073774188757,0
630,0.0018811165355145931,0
631,0.002257814398035407,0
632,0.002347665373235941,0
633,0.0023617399856448174,0
634,0.002297487109899521,0
635,0.0024741024244576693,0
636,0.0023690781090408564,0
637,0.0022374759428203106,0
638,0.0022068917751312256,0
639,0.0021678581833839417,0
640,0.002045272383838892,0
641,0.0020408614072948694,0
642,0.002146741608157754,0
643,0.002043255604803562,0
644,0.0018498896388337016,0
645,0.002269477117806673,0
646,0.0023321278858929873,0
647,0.0022337553091347218,0
648,0.002625473542138934,0
649,0.0022918186150491238,0
650,0.0025320909917354584,0
651,0.0025542385410517454,0
652,0.002612349111586809,0
653,0.0026350226253271103,0
654,0.0026549282483756542,0
655,0.002836949424818158,0
656,0.002656864933669567,0
657,0.0026717199943959713,0
658,0.002435904461890459,0
659,0.0026189947966486216,0
660,0.0021605000365525484,0
661,0.0019540959037840366,0
662,0.001687241718173027,0
663,0.0015848660841584206,0
664,0.0016602355754002929,0
665,0.0014230001252144575,0
666,0.001288060680963099,0
667,0.0019295304082334042,0
668,0.0021030984353274107,0
669,0.0020004839170724154,0
670,0.0021806112490594387,0
671,0.0025070586707443,0
672,0.0027574612759053707,0
673,0.0025186813436448574,0
674,0.0025222664698958397,0
675,0.0023025539703667164,0
676,0.002180691109970212,0
677,0.0022675071377307177,0
678,0.0025859868619590998,0
679,0.0026865906547755003,0
680,0.0024392278864979744,0
681,0.002987832762300968,0
682,0.0028456109575927258,0
683,0.002661322243511677,0
684,0.0022383439354598522,0
685,0.0019623334519565105,0
686,0.002298095030710101,0
687,0.002371810143813491,0
688,0.0021655727177858353,0
689,0.0020454442128539085,0
690,0.0019258330576121807,0
691,0.001879907213151455,0
692,0.001979202963411808,0
693,0.002074583200737834,0
694,0.0017684625927358866,0
695,0.001658728113397956,0
696,0.0022532509174197912,0
697,0.002047691261395812,0
698,0.001852639950811863,0
699,0.002029219875112176,0
700,0.0021762282121926546,0
701,0.002175570698454976,0
702,0.0018812286434695125,0
703,0.001873287372291088,0
704,0.0019361857557669282,0
705,0.0020737042650580406,0
706,0.0020121405832469463,0
707,0.00283110816963017,0
708,0.0025041822809726,0
709,0.002621057676151395,0
710,0.002535261446610093,0
711,0.002600480569526553,0
712,0.002329509938135743,0
713,0.002407291904091835,0
714,0.0023375097662210464,0
715,0.002630742732435465,0
716,0.0024393920321017504,0
717,0.0021285333205014467,0
718,0.0022516711615025997,0
719,0.0020324247889220715,0
720,0.002000336302444339,0
721,0.00190559437032789,0
722,0.0015539292944595218,0
723,0.0017622599843889475,0
724,0.0018745638662949204,0
725,0.0016702908324077725,0
726,0.0013559963554143906,0
727,0.001214542891830206,0
728,0.0019049113616347313,0
729,0.0019591578748077154,0
730,0.0018897607224062085,0
731,0.0017212698003277183,0
732,0.0017085715662688017,0
733,0.0017924561398103833,0
734,0.0018524968763813376,0
735,0.001806103391572833,0
736,0.002124003367498517,0
737,0.0017535110237076879,0
738,0.00212763505987823,0
739,0.0020499220117926598,0
740,0.001922860275954008,0
741,0.0014448205474764109,0
742,0.0016140388324856758,0
743,0.0015553836710751057,0
744,0.001518205855973065,0
745,0.0015061931917443871,0
746,0.0016013254644349217,0
747,0.0016936566680669785,0
748,0.00163993239402771,0
749,0.0017178594134747982,0
750,0.002012506127357483,0
751,0.0017734140856191516,0
752,0.002125283470377326,0
753,0.00235041044652462,0
754,0.0025692034978419542,0
755,0.0025135530158877373,0
756,0.002321202540770173,0
757,0.002533921506255865,0
758,0.002153309527784586,0
759,0.0023702385369688272,0
760,0.002235546475276351,0
761,0.0021238618064671755,0
762,0.0022150676231831312,0
763,0.0024261344224214554,0
764,0.002187097677960992,0
765,0.0022236511576920748,0
766,0.002311660209670663,0
767,0.002242483664304018,0
768,0.0023595825769007206,0
769,0.0027324792463332415,0
770,0.002711465349420905,0
771,0.0024946911726146936,0
772,0.0023348962422460318,0
773,0.0025381010491400957,0
774,0.003285482991486788,0
775,0.003331935964524746,0
776,0.0033710598945617676,0
777,0.003378289984539151,0
778,0.0032268010545521975,0
779,0.0032418081536889076,0
780,0.0030421980191022158,0
781,0.003235721495002508,0
782,0.0033773535396903753,0
783,0.0030421556439250708,0
784,0.0030000442638993263,0
785,0.0025558331981301308,0
786,0.0029426238033920527,0
787,0.003006367478519678,0
788,0.0033363602124154568,0
789,0.003410852514207363,0
790,0.003083486109972,0
791,0.0031584182288497686,0
792,0.002999919466674328,0
793,0.003344826865941286,0
794,0.0032449127174913883,0
795,0.0033406917937099934,0
796,0.003376030595973134,0
797,0.003456783015280962,0
798,0.003531472058966756,0
799,0.0034438029397279024,0
800,0.003448022762313485,0
801,0.003414151258766651,0
802,0.003469175426289439,0
803,0.0037977336905896664,0
804,0.003420467721298337,0
805,0.003486339468508959,0
806,0.003551640547811985,0
807,0.003557082498446107,0
808,0.003512297524139285,0
809,0.0037499689497053623,0
810,0.003705349750816822,0
811,0.0036774829495698214,0
812,0.003469530027359724,0
813,0.0034585546236485243,0
814,0.0034172756131738424,0
815,0.0036375238560140133,0
816,0.0032603673171252012,0
817,0.0033327359706163406,0
818,0.003231849754229188,0
819,0.0029327603988349438,0
820,0.0029936933424323797,0
821,0.0032176931854337454,0
822,0.0034663935657590628,0
823,0.0030733635649085045,0
824,0.0036344972904771566,0
825,0.0035472451709210873,0
826,0.0034286922309547663,0
827,0.003320224117487669,0
828,0.0031903861090540886,0
829,0.003184314351528883,0
830,0.003233476309105754,0
831,0.0036935480311512947,0
832,0.0033766794949769974,0
833,0.003186439396813512,0
834,0.0028353924863040447,0
835,0.002602981636300683,0
836,0.002456605201587081,0
837,0.002566863317042589,0
838,0.002650650218129158,0
839,0.0026091234758496284,0
840,0.002655481453984976,0
841,0.0025814271066337824,0
842,0.002696914365515113,0
843,0.002762843854725361,0
844,0.0027407356537878513,0
845,0.002931829309090972,0
846,0.0033325464464724064,0
847,0.003457799553871155,0
848,0.0031461447943001986,0
849,0.003286873223260045,0
850,0.003570016473531723,0
851,0.003272376023232937,0
852,0.0027486798353493214,0
853,0.0026267545763403177,0
854,0.002495105843991041,0
855,0.0024543278850615025,0
856,0.0024764719419181347,0
857,0.002792036160826683,0
858,0.0026269112713634968,0
859,0.0029421166982501745,0
860,0.0033166033681482077,0
861,0.00284543982706964,0
862,0.002837939653545618,0
863,0.002765002427622676,0
864,0.002668659435585141,0
865,0.0027467054314911366,0
866,0.003157509956508875,0
867,0.0030989788938313723,0
868,0.0028263519052416086,0
869,0.002850692020729184,0
870,0.002421855228021741,0
871,0.0026146250311285257,0
872,0.0024146786890923977,0
873,0.002828043419867754,0
874,0.0029451162554323673,0
875,0.003109532408416271,0
876,0.0027977691497653723,0
877,0.002532487502321601,0
878,0.00240652309730649,0
879,0.0022390580270439386,0
880,0.002297606784850359,0
881,0.002265789546072483,0
882,0.002236361848190427,0
883,0.002397351898252964,0
884,0.00229956628754735,0
885,0.0021127338986843824,0
886,0.0018747498979791999,0
887,0.0016465780790895224,0
888,0.0020428234711289406,0
889,0.0019338206620886922,0
890,0.0020308077801018953,0
891,0.0019761263392865658,0
892,0.002232127357274294,0
893,0.001967101590707898,0
894,0.002002090448513627,0
895,0.0020284431520849466,0
896,0.0018458939157426357,0
897,0.0017547340830788016,0
898,0.0019455888541415334,0
899,0.001866883016191423,0
900,0.002048628171905875,0
901,0.002279140055179596,0
902,0.0021094235125929117,0
903,0.0017310760449618101,0
904,0.0017689005471765995,0
905,0.001857640570960939,0
906,0.0018674874445423484,0
907,0.0017561017302796245,0
908,0.0019186787540093064,0
909,0.002078981837257743,0
910,0.0022579017095267773,0
911,0.002137284493073821,0
912,0.0022695320658385754,0
913,0.0023163955193012953,0
914,0.002479909686371684,0
915,0.0024322092067450285,0
916,0.002592635340988636,0
917,0.0024542438331991434,0
918,0.002301728818565607,0
919,0.0024745245464146137,0
920,0.0026503701228648424,0
921,0.0026833389420062304,0
922,0.0026069171726703644,0
923,0.002581236185505986,0
924,0.002747444435954094,0
925,0.0026402880903333426,0
926,0.0026408720295876265,0
927,0.003110316349193454,0
928,0.0031124416273087263,0
929,0.0028435452841222286,0
930,0.0023550211917608976,0
931,0.0023576540406793356,0
932,0.0025301314890384674,0
933,0.00238171499222517,0
934,0.002522063674405217,0
935,0.0025056316517293453,0
936,0.002382824197411537,0
937,0.00243575987406075,0
938,0.002213092753663659,0
939,0.002199586946517229,0
940,0.002107850043103099,0
941,0.0020254182163625956,0
942,0.002045936184003949,0
943,0.0021331016905605793,0
944,0.0021591850090771914,0
945,0.0022785409819334745,0
946,0.002102452330291271,0
947,0.002352209994569421,0
948,0.001949572586454451,0
949,0.0024874424561858177,0
950,0.0021905568428337574,0
951,0.002169641898944974,0
952,0.002118560951203108,0
953,0.002117024501785636,0
954,0.00255773589015007,0
955,0.0019990403670817614,0
956,0.002047773217782378,0
957,0.0018998782616108656,0
958,0.0021728617139160633,0
959,0.002021252876147628,0
960,0.0019684364087879658,0
961,0.0022643720731139183,0
962,0.0020924448035657406,0
963,0.0017638485878705978,0
964,0.0017593713710084558,0
965,0.0015895591350272298,0
966,0.0016299629351124167,0
967,0.0018118273001164198,0
968,0.0016818256117403507,0
969,0.0018066350603476167,0
970,0.0021331217139959335,0
971,0.002292311517521739,0
972,0.0023243760224431753,0
973,0.002293950878083706,0
974,0.0022136096376925707,0
975,0.0021001172717660666,0
976,0.002293081721290946,0
977,0.002288623945787549,0
978,0.002508333418518305,0
979,0.0025643501430749893,0
980,0.0027484206948429346,0
981,0.0024847218301147223,0
982,0.0022525470703840256,0
983,0.0024321097880601883,0
984,0.0024915558751672506,0
985,0.0023372711148113012,0
986,0.002494647167623043,0
987,0.0023518914822489023,0
988,0.0023225091863423586,0
989,0.002358551137149334,0
990,0.0023486120626330376,0
991,0.0021824846044182777,0
992,0.002387481974437833,0
993,0.0023113135248422623,0
994,0.002285775262862444,0
995,0.00249114609323442,0
996,0.002475680084899068,0
997,0.0026138843968510628,0
998,0.0028453783597797155,0
999,0.0028864566702395678,0
1000,0.002801639260724187,0
1001,0.002975317183881998,0
1002,0.003119552740827203,0
1003,0.002949243877083063,0
1004,0.0033014556393027306,0
1005,0.0035610476043075323,0
1006,0.0029155968222767115,0
1007,0.0033218469470739365,0
1008,0.002964755753055215,0
1009,0.002881444524973631,0
1010,0.0027579395100474358,0
1011,0.0027567301876842976,0
1012,0.002695774892345071,0
1013,0.0026914651971310377,0
1014,0.0024561304599046707,0
1015,0.0023801089264452457,0
1016,0.002746467711403966,0
1017,0.002522093942388892,0
1018,0.0023646794725209475,0
1019,0.0025489269755780697,0
1020,0.0024262492079287767,0
1021,0.0025085939560085535,0
1022,0.0024619565811008215,0
1023,0.002428172854706645,0
1024,0.0023389505222439766,0
1025,0.00221454375423491,0
1026,0.0023652766831219196,0
1027,0.0027157601434737444,0
1028,0.00296295084990561,0
1029,0.0028256108053028584,0
1030,0.002731654793024063,0
1031,0.002694187220185995,0
1032,0.0023962128907442093,0
1033,0.0024094139225780964,0
1034,0.002104375045746565,0
1035,0.0021762566175311804,0
1036,0.0022713872604072094,0
1037,0.0020033176988363266,0
1038,0.0019714070949703455,0
1039,0.002072572009637952,0
1040,0.002245664596557617,0
1041,0.0020240009762346745,0
1042,0.0017746349330991507,0
1043,0.0016879058675840497,0
1044,0.0018009718041867018,0
1045,0.001961575821042061,0
1046,0.0018876942340284586,0
1047,0.0019779072608798742,0
